TID,EN,FR,DE,ES,IT,NL,NO,PT,TR,JP,CN
TID_MORTAR_INFO,The Mortar can mow down hordes of enemies by the splash damage from its shell. Don't let enemies get too close to it!,Le mortier peut raser des hordes d'ennemis grâce à sa puissante explosion. Ne laissez pas les ennemis s'en approcher !,Der Minenwerfer kann mit der Flächenwirkung seiner Geschosse ganze Feindeshorden niedermähen. Lass Feinde nicht zu nah an ihn heran!,El mortero puede acabar con hordas de enemigos solo con la salpicadura de su casco. ¡No dejes que los enemigos se acerquen!,Il mortaio può abbattere orde di nemici grazie all´effetto che i suoi proiettili hanno sull´area circostante. Non lasciare che i nemici si avvicinino.,De mortier kan honderden vijanden neermaaien met zijn vernietigende schot. Zorg dat vijanden niet te dicht in de buurt komen!,Morteren kan meie ned horder av fiender med spredningsskade fra granaten. Ikke la fiendene komme i nærheten av den!,O Morteiro pode acabar com hordas de inimigos pelo dano de respingo de seu projétil. Não deixe que os inimigos fiquem muito perto!,Havan mermisinin parça tesiri düşman kuvvetlerini ot gibi biçer. Düşmanların buna çok yaklaşmasına izin verme!,迫撃砲の攻撃は爆風で大量の敵をまとめて倒すことができます。\n敵に近よられると反撃できないので注意しましょう！,迫击炮可以发出威力无比的炮弹，它所带来的溅射弹壳可以大规模杀伤敌军。注意！要防止敌军过于接近迫击炮！
TID_ALLIANCE_CASTLE_INFO,"The Clan Castle houses any reinforcement troops sent by your clanmates. If it's destroyed, any troops still inside are trapped there until the end of the battle.","Le château de clan abrite les troupes de renforts envoyées par les membres de votre clan. S'il est détruit, toutes les troupes s'y trouvant toujours seront piégées jusqu'à la fin de la bataille.","Die Clanburg beherbergt die Verstärkungstruppen, die von deinen Clanbrüdern geschickt werden. Sollte die Burg zerstört werden, wenn sich noch Truppen in ihrem Innern aufhalten, werden diese bis zum Ende des Kampfes gefangen sein.","El Castillo del Clan da cobijo a las tropas enviadas por tus clanes amigos. Si es destruido, cualquier tropa que esté dentro estará atrapada allí hasta el final de la batalla.","Il Castello del clan ospita tutte le truppe di rinforzo inviate dai tuoi amici del clan. Se questo viene distrutto, le truppe ancora al suo interno rimarranno intrappolate fino al termine della battaglia.","Het clankasteel herbergt versterkende troepen die door je clangenoten zijn gestuurd. Als het kasteel wordt vernietigd, zitten alle troepen die zich nog in het kasteel bevinden tot aan het einde van het gevecht vast.","Klanslottet huser eventuelle forsterkninger som medspillerne din har sendt. Hvis det blir ødelagt, vil soldater som er inne i slottet være fanget der til slaget er over.","O Castelo do Clã abriga quaisquer tropas de reforço enviadas por seu colegas de clã. Caso seja destruído, as tropas ainda no interior ficam presas até o final da batalha.","Klan Kalesi, klan arkadaşlarının gönderdiği takviye askerleri barındırır. Yok edilirse, içinde kalan askerlerin tümü savaş sonuna kadar orada kalır.",クランの城にはクランの仲間から送られてきた援軍が入ります。\n城が破壊されてしまった場合、\n中にいるユニットは戦闘が終わるまで出てこられなくなります。,来自部落成员的援军都以部落城堡为营地。一旦部落城堡被摧毁，里面的部队将无法参战，直到战斗结束。
TID_WORKER_INFO,"Nothing gets done around here without Builders! You can hire more builders to start multiple construction projects, or speed up their work by using green gems.","Vous n'arriverez à rien sans les ouvriers ! Vous pouvez recruter davantage d´ouvriers pour commencer plusieurs projets de construction, ou accélérer leur travail à l´aide de gemmes vertes.","Ohne Bauarbeiter geht hier gar nichts! Du kannst mehr Bauarbeiter einstellen, um mehrere Bauprojekte zu beginnen oder die Arbeit schneller voranzutreiben, indem du grüne Juwelen nutzt.","¡Nada se puede hacer sin constructores! Puedes contratar más constructores para empezar múltiples proyectos, o acelerar su trabajo usando gemas verdes.",Qui non si va avanti senza muratori! Puoi assumere più muratori per iniziare più costruzioni contemporaneamente o velocizzare il lavoro usando gemme verdi.,"Zonder bouwvakkers komt hier niets van de grond! Je kunt meer bouwvakkers aannemen om meerdere gebouwen tegelijk neer te zetten, of de bouw versnellen met groene edelstenen.",Det blir ikke gjort noe her uten byggere! Du kan leie flere byggere for å starte flere konstruksjonsprosjekter eller øke hastigheten på arbeidet med å bruke grønne smykker.,"Nada é feito por aqui sem construtores! Você pode contratar mais construtores para iniciar projetos de construção múltiplos, ou acelerar o seu trabalho usando gemas.",İnşaatçılar olmadan burada hiçbir iş tamamlanmıyor! Çoklu inşaat projelerine başlamak için daha fazla inşaatçı işe alabilirsin ya da yeşil taşları kullanarak çalışmalarını hızlandırabilirsin.,大工さんなしでは何もできません！　\n大工の小屋を増やして同時にたくさんの建物を建てたり、\nエメラルドを使って完成を早めたりできます。,没有建筑工人一切都免谈！您可以雇佣多个建筑工人同时开展多个工程，或者使用宝石加快施工速度。
TID_LABORATORY_INFO,"What dark secrets do the Alchemists hide inside their Laboratory? Nobody has dared to look. All we know is that their research makes our spells and troops harder, better, faster and stronger!","Quels sombres secrets cachent les alchimistes dans leur laboratoire ? Personne n'ose entrer. Tout ce que l'on sait, c'est que leurs travaux de recherche améliorent nos sorts et nos troupes !","Welches dunkle Geheimnis verbergen die Alchemisten in ihrem Labor? Keiner traut sich nachzusehen. Wir wissen nur, dass ihre Forschungen unsere Zaubersprüche und Truppen härter, besser, schneller und stärker machen!","¿Qué secretos esconden los Alquimistas en su laboratorio? Nadie se ha atrevido a mirar. ¡Lo único que sabemos es que su investigación hace nuestros hechizos y tropas más duros, mejores, más rápidos y más fuertes!","Quali oscuri segreti nascondono gli alchimisti all'interno del loro laboratorio? Nessuno ha avuto il coraggio di scoprirlo. Tutto quello che sappiamo è che la loro ricerca rende i nostri incantesimi e le truppe più forti, migliori, più veloci e più resistenti!","Wat voor duistere geheimen verbergen de Alchemisten in hun Laboratorium? Niemand durft te kijken. Het enige dat we weten is dat hun onderzoek onze spreuken en troepen krachtiger, beter en sneller maakt!","Hvilke mørke hemmeligheter gjemmer alkymister i laboratoriene? Ingen har turt å se. Alt vi vet er at deres forskning har gjort vår trolldom og tropper hardere, bedre, kjappere og sterkere!","Que segredos sombrios os Alquimistas ocultam em seu Laboratório? Ninguém ousa olhar. Tudo que sabemos é que suas pesquisas tornam nossos feitiços e tropas melhores, mais rápidos e mais fortes!","Simyacılar Laboratuarlarında hangi karanlık sırları saklıyorlar? Kimse bakmaya cesaret edemedi. Tek bildiğimiz, onların araştırmaları büyülerimizi ve birliklerimizi daha güçlü, iyi ve hızlı yapıyor!",錬金術師たちがラボにどんな秘密を隠しもっているのか、\nこわくて誰も知ろうとはしません。\nわかっているのは研究のおかげでユニットたちや呪文がより強く、かたく、素早く、すばらしくなることです！,炼金术士们在试验室隐藏着什么秘密呢？没人敢去瞧一眼。我们只知道这些研究可以使我们的军队和魔法变得更强！
TID_STREAM_SENDER_YOU,You,Vous,Du,Tú,Tu,Jij,Du,Você,Sen,あなた,您
TID_SHIELD_ACTIVATED,Opponent's shield activated for <hours> hours,Bouclier ennemi activé pendant <hours> heures,Schild des Gegners für <hours> Stunden aktiviert,El escudo de tu oponente ha sido activado durante <hours> horas,Scudo dell'avversario attivato per <hours> ore,Vijandelijk schild geactiveerd voor <hours> uur,Motstanderens skjold aktivert i <hours> timer,O escudo do oponente foi ativado por <hours> horas,Rakibin kalkanı <hours> saatliğine aktifleştirildi,相手の村のシールドが発動して、こちらから攻撃できなくなりました。残り<hours>時間です。,对手获得<hours>小时护盾
TID_STREAM_ENTRY_AGE,<time> ago,Il y a <time>,vor <time>,Hace <time>,<time> fa,<time> geleden,<time> siden,<time> atrás,<time> önce,<time>前,<time>以前
TID_UPGRADE_WINDOW_NOTE,Note!,Attention !,Achtung!,¡Atención!,Attenzione!,Let op!,Obs!,Observe!,Not!,注意！,注意！
TID_OBSTACLE_CLEAR_TIME,Removal time,Temps nécessaire à la suppression :,Entfernungszeit,Tiempo eliminación,Tempo rimozione,Verwijdertijd,Fjerningstid,Tempo de remoção,Kaldırma süresi,取り除くのにかかる時間,移除时间
TID_UPGRADE_TIME,Upgrade time,Temps:,Verbesserungszeit,Tiempo mejora,Tempo miglioramento,Upgradetijd,Oppgraderingstid,Atualizar tempo,Yükseltme süresi,アップグレード時間,升级时间
TID_BUILD_TIME,Build time,Temps:,Bauzeit,Tiempo construcción,Tempo costruzione,Bouwtijd,Byggetid,Tempo de construção,İnşa süresi,建設にかかる時間,建造时间
TID_UNLOCK_BUILDINGS,Unlocks Buildings:,Débloque les bâtiments :,Schaltet Gebäude frei:,Desbloquea edificios:,Sblocca gli edifici:,Ontgrendelt gebouwen:,Åpner bygninger:,Desbloqueia Edifícios:,Binaların Kilidini Açar:,以下の建物が建設可能になります：,解锁建筑：
TID_REQUIRED_EXP_LEVEL,Experience Level <number> Required,Expérience de niveau <number> nécessaire,Erfahrungslevel <number> benötigt,Necesario nivel de experiencia <number>,Necessaria esperienza di livello <number>,XP-level <number> vereist,Erfaring på nivå <number> kreves,Nível de experiência <number> necessário,Tecrübe Seviyesi <number> Gerekiyor,必要条件\n経験レベル<number>,要求经验值达到<number>级
TID_REQUIRED_TOWN_HALL_LEVEL,Level <number> Town Hall Required,Hôtel de ville de niveau <number> nécessaire,Rathaus auf Level <number> benötigt,Necesario nivel <number> de ayuntamiento,Necessario municipio di livello <number>,Stadhuis van level <number> vereist,Rådhus på nivå <number> kreves,Nível <number> Centro da Cidade Obrigatório,<number>. Seviye Köy Binası Gerekiyor,必要条件\nタウンホールレベル<number>,要求大本营达到<number>级
TID_REQUIRED_CASTLE_LEVEL,Level <number> Castle Required,Château de niveau <number> nécessaire,Burg auf Level <number> benötigt,Necesario nivel <number> de castillo,Necessario castello di livello <number>,Kasteel van level <number> vereist,Slott på nivå <number> kreves,Castelo do Clã nível <number> Obrigatório,<number>. Seviye Kale Gerekiyor,必要条件：\nクランの城レベル<number>,要求部落城堡达到<number>级
TID_REQUIRED_BARRACK_LEVEL,Level <number> Barracks Required,Caserne de niveau <number> nécessaire,Kaserne auf Level <number> benötigt,Necesario nivel <number> de cuartel,Necessaria caserma di livello <number>,Kazerne van level <number> vereist,Brakker på nivå <number> kreves,Quartel de nível <number> obrigatório,<number>. Seviye Kışla Gerekiyor,必要条件\n兵舎レベル<number>,要求训练营达到<number>级
TID_REQUIRED_LABORATORY_LEVEL,Level <number> Laboratory Required,Laboratoire de niveau <number> nécessaire,Labor auf Level <number> benötigt,Necesario nivel <number> de laboratorio,Necessario laboratorio di livello <number>,Laboratorium van level <number> vereist,Laboratorium på nivå <number> kreves,Laboratório nível <number> obrigatório,<number>. Seviye Laboratuvar Gerekiyor,必要条件\nラボレベル<number>,要求试验室达到<number>级
TID_INFO_PREFERRED_TARGET,Favorite target:,Cible préférée :,Bevorzugtes Ziel:,Objetivo favorito:,Bersaglio preferito:,Favoriete doelwit:,Favorittmål:,Alvo preferencial:,Favori hedef:,優先攻撃目標：,攻击偏好：
TID_PREFERRED_TARGET_ANY,Any,Toutes,Egal,Cualquiera,Qualsiasi,Willekeurig,Alle,Qualquer,Biri,無差別,任何
TID_PREFERRED_TARGET_DAMAGE_BONUS,(Damage x<number>),(Dégâts x<number>),(Schaden x<number>),(Daño x <number>),(Danno x<number>),(schade x<number>),(Skade x<number>),(Danos <number> x),(Hasar x<number>),(ダメージ x <number>),(伤害x<number>）
TID_INFO_TARGET_TYPE,Targets:,Cible :,Ziele:,Objetivos:,Obiettivi:,Doelwitten:,Mål:,Alvos:,Hedefler:,攻撃目標：,目标：
TID_INFO_DAMAGE_TYPE,Damage type:,Type de dégâts :,Schadensart:,Tipo de daño:,Tipo di danno:,Schadetype:,Skadetype:,Tipo de dano:,Hasar türü:,ダメージの種類：,伤害类型：
